READ SERR 1 2
@energy.pco
!
0.362304509 6.17185086E-2 18.619482 0.354801267
0.454882503 3.08595002E-2 33.9576683 0.677394211
0.512744009 2.70019919E-2 39.7964478 0.783643663
0.56289053 2.31445134E-2 45.961216 0.909632802
0.609179497 2.31444836E-2 49.3278084 0.942359328
0.655468464 2.31445134E-2 51.8301392 0.965965331
0.697899997 1.92869902E-2 55.9098816 1.09902215
0.736474514 1.92874968E-2 56.3836784 1.1036545
0.775048971 1.928702E-2 57.4436417 1.11399388
0.813623011 1.92869902E-2 57.7029724 1.11650646
0.852196991 1.92869902E-2 59.9281349 1.13783038
0.890771508 1.92874968E-2 56.7077217 1.10724294
0.929345965 1.928702E-2 57.9621239 1.11900997
0.967920005 1.92869902E-2 57.2492981 1.11210871
1.00649345 1.92864835E-2 54.550293 1.08559144
1.04506993 1.929003E-2 55.5122681 1.09502089
1.08364499 1.92849636E-2 54.2089005 1.08309412
1.12607503 2.314502E-2 51.540966 0.963592708
1.17236495 2.314502E-2 50.6948509 0.95531702
1.21865499 2.31449604E-2 46.9324646 0.919184804
1.26494503 2.314502E-2 45.9962158 0.909969091
1.31508994 2.700001E-2 41.3580093 0.798899651
1.36909008 2.700001E-2 40.4166527 0.789755344
1.42694998 3.08600068E-2 35.8203621 0.695442736
1.49253011 3.47200036E-2 31.442009 0.614270449
1.56967998 4.24299836E-2 25.100174 0.496473789
1.66611505 5.40049672E-2 19.9595833 0.392421931
1.77797997 5.78600168E-2 19.2490444 0.372314274
1.88984501 5.40050268E-2 19.7435322 0.390292048
2.01713991 7.32899904E-2 14.4460382 0.286580354
2.16758013 7.71499872E-2 10.704258 0.240438893
2.3218751 7.71449804E-2 12.5737276 0.260598898
2.47617006 7.71499872E-2 11.8762169 0.253259361
2.6304698 7.71499872E-2 10.7366619 0.240802556
2.78476501 7.71450996E-2 10.5537052 0.238749623
2.93906021 7.71499872E-2 9.51609612 0.226959437
3.09335995 7.71499872E-2 9.440485 0.225799829
3.24765491 7.71449804E-2 8.37708378 0.212709546
3.40194988 7.71499872E-2 7.47461796 0.200918972
3.5562501 7.71499872E-2 6.76712132 0.191173822
3.71054983 7.71499872E-2 5.80038977 0.176992565
3.8648448 7.71449804E-2 5.50910759 0.172496855
4.01914024 7.71501064E-2 4.84985304 0.161841691
4.17343998 7.7149868E-2 4.33679724 0.153042257
4.32773495 7.71450996E-2 3.47289276 0.136957526
4.48202991 7.7149868E-2 3.42947221 0.136094451
4.63632965 7.71501064E-2 3.02440715 0.127804533
4.7906251 7.71450996E-2 2.68433547 0.120408908
4.94492006 7.7149868E-2 2.03608036 0.104863472
5.09922028 7.71501064E-2 1.49600136 8.98860097E-2
5.25351524 7.71448612E-2 1.2746582 8.29731822E-2
5.40781021 7.71501064E-2 1.09634757 7.69485161E-2
5.56210995 7.7149868E-2 1.07474804 7.61868656E-2
5.71640491 7.71450996E-2 0.842568099 6.74594343E-2
5.87069988 7.71501064E-2 0.712895989 6.2049631E-2
6.0250001 7.7149868E-2 0.621085525 5.79165258E-2
6.17930031 7.71501064E-2 0.561675608 5.50768264E-2
6.34131002 8.4859848E-2 0.456635267 4.73508723E-2
6.50331974 7.71501064E-2 0.513069093 5.2639775E-2
6.65761995 7.7149868E-2 0.378052056 4.5185864E-2
6.81962967 8.48600864E-2 0.299512625 3.83486599E-2
6.98163986 7.71501064E-2 0.313242167 4.11307104E-2
7.15908527 0.100294828 0.182794407 2.7557293E-2
7.35581493 9.643507E-2 0.181469247 2.8001314E-2
7.55253983 0.10029006 0.166184634 2.62760967E-2
7.77241039 0.11958003 0.153314337 2.31130067E-2
7.94599533 5.40049076E-2 0.108014874 2.88681891E-2
