READ SERR 1 2
@energy.pco
!
0.362304509 6.17185086E-2 18.4844608 0.353256404
0.458739996 3.47169936E-2 32.9209557 0.628578544
0.520458996 2.70019919E-2 40.3673935 0.78924495
0.570605516 2.31445134E-2 45.2050972 0.902119458
0.616894484 2.31445134E-2 48.6976471 0.936320066
0.66318351 2.31444836E-2 50.4979935 0.953471482
0.709472537 2.31445134E-2 53.3603783 0.980121255
0.751904011 1.92869902E-2 57.3789215 1.11336696
0.790478468 1.92874968E-2 57.2693977 1.11228931
0.829052985 1.92869902E-2 57.8974037 1.11838591
0.867627025 1.928702E-2 57.9837303 1.11921847
0.906201005 1.92869902E-2 56.6444016 1.10621774
0.944775462 1.92874968E-2 56.8373375 1.10808563
0.983351469 1.92885101E-2 58.756916 1.12661242
1.02192497 1.92850232E-2 56.0668221 1.10061967
1.06050003 1.92899704E-2 56.1604462 1.10139692
1.10293007 2.31400132E-2 52.812561 0.975171924
1.14921498 2.31449604E-2 52.8012695 0.974963486
1.1955049 2.314502E-2 49.0566292 0.939754605
1.24179506 2.314502E-2 48.4985542 0.934393883
1.29194498 2.70050168E-2 44.1584625 0.82542783
1.34595001 2.69999504E-2 42.3148918 0.808089614
1.39995003 2.700001E-2 39.2438126 0.77851814
1.45780993 3.08600068E-2 34.9697495 0.687135875
1.52724504 3.85749936E-2 29.5204201 0.564680398
1.61211002 4.629004E-2 22.6020546 0.451049864
1.71625996 5.78599572E-2 19.2346611 0.372175336
1.828125 5.40050268E-2 19.4812107 0.387690604
1.93999004 5.78599572E-2 19.0690308 0.370569468
2.07499981 7.71499872E-2 13.1723938 0.266721964
2.22930002 7.71499872E-2 13.1021843 0.266010195
2.38359499 7.71450996E-2 13.4810896 0.269837737
2.53788996 7.71499872E-2 11.7844048 0.252278507
2.69219017 7.71499872E-2 11.4009523 0.248140141
2.84648514 7.71449804E-2 10.8399792 0.241966233
3.00078011 7.71499872E-2 10.1965885 0.234668016
3.15507984 7.71499872E-2 9.67811775 0.228624046
3.30937481 7.71449804E-2 9.39248848 0.225232407
3.46366978 7.71499872E-2 8.01469135 0.208191171
3.61796999 7.71501064E-2 7.63662815 0.203228146
3.77226496 7.71449804E-2 6.42729235 0.186474398
3.92655993 7.7149868E-2 5.54656363 0.173076779
4.08086014 7.71501064E-2 5.37912416 0.170444071
4.23515511 7.71450996E-2 4.62872362 0.158298567
4.38945007 7.7149868E-2 4.43401051 0.154748037
4.54374981 7.71501064E-2 3.67789507 0.140937254
4.69805002 7.7149868E-2 3.49428129 0.137374371
4.85234499 7.71450996E-2 2.91118073 0.125393435
5.00663996 7.7149868E-2 2.36552572 0.113029189
5.16094017 7.71501064E-2 1.71203053 9.61572081E-2
5.31523514 7.71450996E-2 1.3664726 8.59093964E-2
5.46953011 7.7149868E-2 1.21516728 8.10111538E-2
5.62382984 7.71501064E-2 1.29617453 8.3667703E-2
5.77812481 7.71448612E-2 1.01000464 7.38588497E-2
5.93241978 7.71501064E-2 0.977531612 7.26593509E-2
6.08671999 7.7149868E-2 0.810111582 6.61453307E-2
6.24101496 7.71450996E-2 0.918183208 7.04214349E-2
6.39530993 7.7149868E-2 0.61028403 5.74106947E-2
6.54961014 7.71501064E-2 0.54007268 5.40072694E-2
6.70390511 7.71450996E-2 0.545508862 5.42801581E-2
6.8659153 8.48648548E-2 0.43696928 4.63186502E-2
7.03178501 8.10050964E-2 0.370347083 4.36458215E-2
7.1937952 8.1004858E-2 0.277761132 3.77985016E-2
7.36352491 8.872509E-2 0.183149993 2.93274708E-2
7.54868507 9.643507E-2 0.177148551 2.76659559E-2
7.73769474 9.25748348E-2 0.157530218 2.66274661E-2
7.91127968 8.10101032E-2 0.138871565 2.67258454E-2
