READ SERR 1 2
@energy.pco
!
0.373876989 7.32910037E-2 15.3270292 0.295297027
0.489599496 4.24315035E-2 27.6131306 0.520724475
0.566748023 3.47169936E-2 31.9368095 0.619576931
0.632324457 3.08595002E-2 35.6589279 0.693879545
0.690185487 2.70015001E-2 39.9823456 0.785479009
0.744189024 2.70020068E-2 39.7501335 0.78318733
0.798192978 2.70020068E-2 40.6142654 0.792255759
0.852197051 2.70020068E-2 41.4783974 0.80003196
0.906201005 2.7001977E-2 40.6451721 0.791956067
0.960204959 2.70020068E-2 40.5679741 0.791203141
1.01806855 3.08615267E-2 38.6403427 0.722280979
1.07978511 3.0855E-2 36.6769295 0.70376569
1.1415 3.08599472E-2 36.765564 0.704559028
1.20321989 3.08600068E-2 33.9301071 0.676844597
1.26880002 3.47200036E-2 31.670023 0.616493762
1.3382349 3.47149968E-2 30.2102871 0.602161825
1.41538 4.24300432E-2 26.3963909 0.509131432
1.50796008 5.01499772E-2 21.4357033 0.422014982
1.62753999 6.94299936E-2 15.1951618 0.30197674
1.77411997 7.71499872E-2 13.3290148 0.268302977
1.92841995 7.71499872E-2 13.1939964 0.266940594
2.08271503 7.71449804E-2 8.43649578 0.213462502
2.23701 7.71501064E-2 8.80858612 0.218111828
2.39131021 7.71499872E-2 9.21365452 0.223201364
2.54560518 7.71449804E-2 8.03681564 0.208344743
2.69990015 7.71499872E-2 7.77165842 0.205014646
2.85419989 7.71499872E-2 7.11816931 0.196069747
3.00849485 7.71449804E-2 6.80536842 0.191719532
3.16278982 7.71499872E-2 6.57269478 0.188407496
3.31709003 7.71499872E-2 6.05962515 0.180904478
3.47139001 7.71501064E-2 4.84445238 0.161931768
3.62568521 7.71449804E-2 4.72054911 0.159857541
3.77998018 7.71499872E-2 4.00734568 0.147114292
3.93427992 7.7149868E-2 3.52128482 0.137904167
4.08857489 7.71450996E-2 3.3270638 0.134268656
4.24287033 7.71501064E-2 3.00820494 0.12769036
4.39717007 7.7149868E-2 2.6355629 0.119550556
4.55146503 7.71450996E-2 2.29545808 0.111346066
4.70576 7.7149868E-2 1.92266476 0.101901032
4.86005974 7.71501064E-2 1.71203053 9.61572081E-2
5.01435471 7.71448612E-2 1.32866919 8.47128555E-2
5.16864967 7.71501064E-2 0.912722886 7.0209451E-2
5.32295036 7.71501064E-2 0.793906868 6.54803365E-2
5.47724533 7.71448612E-2 0.718345523 6.22884594E-2
5.6315403 7.71501064E-2 0.756101787 6.39022663E-2
5.78584003 7.7149868E-2 0.637287736 5.86670935E-2
5.94013977 7.71501064E-2 0.561675608 5.56038879E-2
6.09443474 7.71448612E-2 0.480697393 5.09538203E-2
6.25258493 8.10050964E-2 0.370347083 4.4247862E-2
6.4107399 7.7149868E-2 0.367250562 4.45356742E-2
6.56503963 7.71501064E-2 0.421256721 4.76979315E-2
6.71933508 7.71450996E-2 0.388877571 4.58296612E-2
6.89677525 0.100294828 0.26588276 3.3235345E-2
7.08193493 8.48650932E-2 0.220938891 3.29356268E-2
7.28252029 0.115720034 0.158428341 2.38839723E-2
7.54096508 0.142724991 0.102177851 1.72712095E-2
7.81098509 0.127295017 9.81970876E-2 1.79282539E-2
7.96914005 3.08599472E-2 1.35018593E-2 1.35018593E-2
