READ SERR 1 2
@energy.pco
!
0.377734482 7.7148512E-2 3.82919455 0.14401111
0.532031476 7.71484822E-2 8.05805397 0.208615124
0.68632853 7.71485269E-2 10.4884262 0.238004804
0.840625048 7.71479905E-2 11.309433 0.24714537
0.994921505 7.71484971E-2 10.9529028 0.243217751
1.14921999 7.71499872E-2 9.81853676 0.230276614
1.30351496 7.714504E-2 8.58231926 0.215299338
1.45781004 7.71499872E-2 6.57809591 0.188484892
1.61211002 7.71499872E-2 4.36379433 0.153517738
1.76640499 7.71449804E-2 3.98600149 0.146726742
1.92069995 7.71499872E-2 4.05055141 0.148102298
2.07499981 7.71499872E-2 2.50054049 0.116209969
2.22930002 7.71499872E-2 2.62475729 0.11906141
2.38359499 7.71450996E-2 2.61412144 0.118823707
2.53788996 7.71499872E-2 2.47353673 0.115580782
2.69219017 7.71499872E-2 2.38712502 0.113543957
2.84648514 7.71449804E-2 2.16583538 0.108156659
3.00078011 7.71499872E-2 1.89565814 0.101182744
3.15507984 7.71499872E-2 1.79844487 9.85541716E-2
3.30937481 7.71449804E-2 1.78235841 9.81156006E-2
3.46366978 7.71499872E-2 1.58781624 9.26033184E-2
3.61796999 7.71501064E-2 1.40418899 8.70841071E-2
3.77226496 7.71449804E-2 1.25305188 8.22668895E-2
3.92655993 7.7149868E-2 1.19896507 8.0469273E-2
4.08086014 7.71501064E-2 1.17735851 7.97407776E-2
4.23515511 7.71450996E-2 0.950589657 7.16533884E-2
4.38945007 7.7149868E-2 0.831714511 6.70214668E-2
4.54374981 7.71501064E-2 0.718296707 6.22842237E-2
4.69805002 7.7149868E-2 0.567078114 5.53411543E-2
4.85234499 7.71450996E-2 0.588717461 5.63889034E-2
5.01049519 8.1004858E-2 0.411497951 4.60068695E-2
5.1763649 8.48650932E-2 0.294585198 3.80307846E-2
5.34994984 8.87200832E-2 0.239517361 3.35391387E-2
5.51967525 8.1004858E-2 0.24689877 3.56367677E-2
5.68554497 8.48650932E-2 0.201299876 3.29356268E-2
5.86299038 9.258008E-2 0.23853223 3.27649228E-2
6.05586004 0.100289822 0.162030399 2.59456281E-2
6.26801491 0.111865044 0.145264328 2.32609082E-2
6.49946022 0.11958003 0.132407844 2.14793868E-2
6.7386198 0.11958003 9.05948356E-2 1.7767109E-2
7.00864029 0.150439978 7.20110014E-2 1.41225187E-2
7.37123966 0.212159872 5.30260503E-2 1.02048684E-2
7.76855469 0.185155153 3.37554738E-2 8.71562585E-3
