READ SERR 1 2
@energy.pco
!
0.346875012 4.62890118E-2 15.3019056 0.303738326
0.420166016 2.70019919E-2 27.553688 0.533441544
0.470312476 2.31444985E-2 35.2787361 0.65196979
0.512744009 1.92870051E-2 40.8598785 0.768618822
0.55131799 1.92869902E-2 43.245575 0.790739536
0.586035013 1.54300034E-2 46.0673828 0.912806928
0.616894484 1.54294968E-2 48.2015457 0.933360577
0.647753954 1.54300034E-2 51.3988342 0.96380347
0.678613484 1.54294968E-2 52.8102417 0.976962864
0.709472477 1.54294968E-2 55.1959229 0.999113023
0.740332007 1.54300034E-2 56.5314903 1.01078093
0.771191478 1.54294968E-2 54.3284035 0.990905941
0.802050471 1.54295266E-2 53.4969254 0.98428911
0.832910001 1.54299736E-2 56.350872 1.00981307
0.863769531 1.54295266E-2 56.5693855 1.01178122
0.894629002 1.54299736E-2 57.4894562 1.01931024
0.925488472 1.54295266E-2 57.147728 1.01661229
0.956347525 1.54294968E-2 55.5935326 1.00237703
0.987208486 1.54314935E-2 57.1404457 1.01680386
1.01806998 1.54299736E-2 55.1761436 0.998591661
1.04892993 1.54300332E-2 55.880764 1.00527072
1.07978499 1.54249668E-2 53.7296829 0.985575438
1.11064005 1.54300332E-2 53.9108429 0.987073481
1.1415 1.54299736E-2 51.0374794 0.961430192
1.17235994 1.54300332E-2 49.609539 0.947222888
1.20322001 1.54299736E-2 48.1458397 0.932806671
1.23408008 1.54300332E-2 46.5733261 0.917445064
1.26494002 1.54299736E-2 45.6698685 0.908864081
1.29965997 1.929003E-2 42.8484383 0.787569284
1.33823502 1.92849636E-2 42.1077728 0.780576825
1.37680507 1.92850232E-2 39.3457756 0.754559278
1.41923499 2.31449604E-2 35.7840691 0.65705806
1.46552491 2.314502E-2 32.4465485 0.625245154
1.51567507 2.70050168E-2 29.3267269 0.550499976
1.57353497 3.0855E-2 24.646162 0.472480595
1.63911009 3.47200036E-2 20.5773335 0.406695127
1.71625996 4.24299836E-2 17.8240566 0.342390567
1.79726505 3.85749936E-2 19.5691566 0.376121342
1.87055492 3.47149968E-2 20.3875103 0.405004978
1.94384503 3.85749936E-2 18.7956429 0.368612885
2.03256512 5.014503E-2 14.1029854 0.280050546
2.14443016 6.17200136E-2 11.5439548 0.228469938
2.26786995 6.17200136E-2 12.1267996 0.234074965
2.38745022 5.78600168E-2 12.6948309 0.24735406
2.50703001 6.17198944E-2 11.4039125 0.227081224
2.63818502 6.94350004E-2 10.3014565 0.203401878
2.78091002 7.32899904E-2 10.0487823 0.195537135
2.92749 7.32901096E-2 9.72915363 0.19240205
3.07792997 7.71499872E-2 8.86648369 0.17902045
3.23223019 7.71499872E-2 8.04236698 0.170574442
3.38652515 7.71449804E-2 7.64526272 0.166319236
3.54082012 7.71499872E-2 6.70136976 0.155635521
3.69511986 7.71499872E-2 5.88448238 0.145841479
3.84941483 7.71449804E-2 5.6101408 0.142497599
4.00370979 7.71501064E-2 4.96276522 0.133933261
4.15801001 7.7149868E-2 4.43144131 0.126560956
4.31230497 7.71450996E-2 3.93649077 0.119287603
4.46659994 7.7149868E-2 3.42659569 0.111290656
4.62090015 7.71501064E-2 3.12296367 0.106245384
4.77519512 7.71450996E-2 2.81229568 0.100825682
4.92949009 7.7149868E-2 2.32054257 9.15845111E-2
5.08378983 7.71501064E-2 1.56509638 7.52137303E-2
5.23808479 7.71448612E-2 1.31939721 6.90604076E-2
5.39237976 7.71501064E-2 1.26508939 6.76218718E-2
5.54667997 7.7149868E-2 1.08075118 6.27101436E-2
5.70098019 7.71501064E-2 0.896406233 5.71509153E-2
5.85527515 7.71448612E-2 0.791638374 5.34939617E-2
6.00957012 7.71501064E-2 0.726522803 5.12449667E-2
6.16386986 7.71501064E-2 0.751824558 5.21296561E-2
6.31816483 7.71448612E-2 0.618128598 4.72694747E-2
6.47245979 7.71501064E-2 0.581941128 4.58633862E-2
6.62676001 7.7149868E-2 0.538568318 4.41212356E-2
6.78105497 7.71450996E-2 0.47715041 4.15306129E-2
6.93534994 7.7149868E-2 0.437360853 3.97600755E-2
7.08965015 7.71501064E-2 0.238559723 2.98062712E-2
7.24780512 8.10050964E-2 0.244419426 2.90072486E-2
7.40596008 7.7149868E-2 0.220487699 2.82305572E-2
7.56411505 8.10050964E-2 0.258189529 2.98131593E-2
7.72997999 8.4859848E-2 0.200455189 2.56656576E-2
7.90356493 8.872509E-2 0.160292596 2.24454515E-2
7.99614525 3.85499001E-3 0.651041925 0.217013985
