READ SERR 1 2
@energy.pco
!
0.354589999 5.40040135E-2 13.3557549 0.266582459
0.439453512 3.08595002E-2 23.9684753 0.472612053
0.497314513 2.70015001E-2 30.617712 0.570824742
0.547460496 2.31444836E-2 34.0812569 0.650495708
0.589892507 1.92874968E-2 37.4550323 0.7470119
0.628466964 1.928702E-2 39.7205963 0.769282222
0.667041004 1.92869902E-2 42.3130798 0.793990791
0.705614984 1.92869902E-2 42.8047447 0.798590422
0.744189501 1.92875266E-2 44.2040215 0.811527014
0.782764018 1.92869902E-2 43.4603004 0.804682434
0.821337998 1.92869902E-2 44.9650955 0.818494797
0.859912038 1.928702E-2 45.9334602 0.827260673
0.898486018 1.92869902E-2 43.2815132 0.803025544
0.937060475 1.92874968E-2 44.6212502 0.815348566
0.975634992 1.92869902E-2 45.8292389 0.826322258
1.01421094 1.92889869E-2 45.2732887 0.821252465
1.05278492 1.92850232E-2 43.3902321 0.804074466
1.09135509 1.92850232E-2 43.4945335 0.805040359
1.12993002 1.92899704E-2 41.8000565 0.789101779
1.16850495 1.92850232E-2 40.6485405 0.778256536
1.20708001 1.92899704E-2 38.2397499 0.754748285
1.24951506 2.314502E-2 37.1719208 0.679342985
1.29580498 2.314502E-2 35.5454941 0.664314687
1.34209001 2.31399536E-2 33.5042763 0.645029008
1.38837504 2.314502E-2 31.2249088 0.6226331
1.43852496 2.70050168E-2 28.134407 0.547150791
1.4963901 3.08600068E-2 26.0073242 0.492107749
1.56196499 3.47149968E-2 20.710516 0.414044738
1.64297009 4.62899804E-2 16.649168 0.321486801
1.73940492 5.01449704E-2 15.4953022 0.297986597
1.83583999 4.629004E-2 16.593277 0.320946515
1.92842007 4.62899804E-2 16.4691429 0.319743991
2.03642511 6.17150068E-2 11.7149544 0.233552918
2.17143488 7.32949972E-2 9.80528259 0.196066439
2.31415987 6.94299936E-2 10.9471054 0.212856278
2.45688486 7.32949972E-2 10.189496 0.199870899
2.60732508 7.71449804E-2 9.38671494 0.187062025
2.76162004 7.71499872E-2 8.84975719 0.181554958
2.91591978 7.71499872E-2 8.67097378 0.179866046
3.07021499 7.71450996E-2 8.09416676 0.173637003
3.22451019 7.71499872E-2 7.4977107 0.167194664
3.37880993 7.71499872E-2 6.90549183 0.160376146
3.5331049 7.71449804E-2 6.15351295 0.151397288
3.68739986 7.71499872E-2 5.40818453 0.141928047
3.84170008 7.71499872E-2 4.82713985 0.13408722
3.99599504 7.71450996E-2 4.5071063 0.129570186
4.15029001 7.7149868E-2 4.03379679 0.122574404
4.30459023 7.71501064E-2 3.63897252 0.116421051
4.45888996 7.7149868E-2 3.25534487 0.11011368
4.61318493 7.71450996E-2 2.81973505 0.102485009
4.7674799 7.7149868E-2 2.71899509 0.100634523
4.92177963 7.71501064E-2 2.20126176 9.0547815E-2
5.07607508 7.71450996E-2 1.44897878 7.34661371E-2
5.23037004 7.7149868E-2 1.34087431 7.06702843E-2
5.38467026 7.71501064E-2 1.1471889 6.53671548E-2
5.53896523 7.71448612E-2 1.05786955 6.27730042E-2
5.69326019 7.71501064E-2 0.808246732 5.48673645E-2
5.84755993 7.7149868E-2 0.789626002 5.42317368E-2
6.0018549 7.71450996E-2 0.640679538 4.88513559E-2
6.15614986 7.71501064E-2 0.655536532 4.94129248E-2
6.31045008 7.7149868E-2 0.592219472 4.6966061E-2
6.46474504 7.71450996E-2 0.499134064 4.31186147E-2
6.61904001 7.7149868E-2 0.439508796 4.0460065E-2
6.77334023 7.71501064E-2 0.461855292 4.14758287E-2
6.92763996 7.7149868E-2 0.379914373 3.76171283E-2
7.08193493 7.71450996E-2 0.301715374 3.35239284E-2
7.2362299 7.7149868E-2 0.230928347 2.93279309E-2
7.39438486 8.10050964E-2 0.177369282 2.50838045E-2
7.56797028 9.258008E-2 0.145881787 2.12790444E-2
7.75698471 9.64348316E-2 0.193686873 2.40238998E-2
7.92671013 7.32901096E-2 0.148990631 2.4169473E-2
