READ SERR 1 2
@energy.pco
!
0.377734482 7.7148512E-2 14.2204084 0.277131975
0.497314513 4.24314886E-2 26.6213455 0.51128757
0.57446301 3.47169936E-2 32.6089096 0.625592411
0.640038967 3.08590233E-2 36.2400742 0.70003736
0.70175755 3.08595002E-2 37.1711578 0.708439827
0.759618998 2.7001977E-2 39.3644028 0.779378533
0.813622952 2.70020068E-2 39.8890114 0.784554243
0.867627025 2.70020068E-2 40.7685738 0.793156922
0.921630979 2.70020068E-2 41.0463333 0.79585427
0.975636482 2.70034969E-2 40.7663269 0.793113172
1.02963996 2.700001E-2 39.0740585 0.776527226
1.0875001 3.08600068E-2 37.6026039 0.712533593
1.14921999 3.08600068E-2 36.0633965 0.697797954
1.21094 3.08599472E-2 34.8618011 0.686075151
1.27651501 3.47149968E-2 32.6107864 0.625628412
1.349805 3.85750532E-2 28.4402294 0.554252505
1.43080997 4.24299836E-2 25.070715 0.496182352
1.52339005 5.01499772E-2 21.0285912 0.417988271
1.64682996 7.32899904E-2 14.7871485 0.289944082
1.79341006 7.329005E-2 14.4687672 0.2868056
1.94385004 7.71499276E-2 13.5072498 0.270090967
2.09814501 7.71450996E-2 8.91717911 0.21945928
2.25243998 7.71499872E-2 9.43508434 0.22586441
2.40674019 7.71499872E-2 10.018364 0.232733473
2.56103516 7.71449804E-2 9.19804955 0.222888887
2.71533012 7.71499872E-2 8.82480145 0.218312666
2.86962986 7.71499872E-2 8.18751526 0.210282192
3.02392483 7.71449804E-2 7.23745489 0.197712213
3.1782198 7.71499872E-2 7.17217684 0.196812168
3.33252001 7.71501064E-2 6.43226576 0.186383784
3.48681498 7.71449804E-2 5.98980427 0.179865077
3.64110994 7.71499872E-2 5.5843606 0.173665345
3.79541016 7.71499872E-2 4.69323921 0.159207225
3.94971013 7.71501064E-2 4.61762142 0.157919332
4.10400486 7.71448612E-2 3.75916171 0.142490655
4.25829983 7.71501064E-2 3.5374763 0.138220638
4.41260004 7.7149868E-2 3.12162995 0.129842684
4.56689501 7.71450996E-2 2.9435873 0.126089424
4.72118998 7.7149868E-2 2.54915094 0.117334187
4.87549019 7.71501064E-2 2.16029072 0.108014539
5.02978516 7.71448612E-2 1.71214688 9.61637497E-2
5.18408012 7.71501064E-2 1.30697596 8.40155929E-2
5.33837986 7.71501064E-2 1.18275917 7.99234584E-2
5.49267483 7.71448612E-2 1.06401563 7.58079737E-2
5.6469698 7.71501064E-2 0.896520674 6.95834979E-2
5.80127001 7.7149868E-2 0.766905606 6.43572882E-2
5.95556498 7.71450996E-2 0.718343318 6.22882657E-2
6.10985994 7.7149868E-2 0.594081819 5.66434786E-2
6.26416016 7.71501064E-2 0.664289415 5.98969609E-2
6.42617512 8.48650932E-2 0.417329013 4.52656895E-2
6.58818531 7.71448612E-2 0.437488645 4.86098491E-2
6.74248028 7.71501064E-2 0.372650176 4.48618084E-2
6.90063477 8.1004858E-2 0.390923053 4.48419489E-2
7.05879021 7.71501064E-2 0.253834158 3.70255187E-2
7.22079992 8.4859848E-2 0.186582148 3.02676223E-2
7.42910004 0.123440027 0.131642878 2.10797302E-2
7.66054487 0.108005047 0.135024548 2.28233151E-2
7.85727501 8.872509E-2 0.154973075 2.69773491E-2
7.97300005 2.69999504E-2 0.123457015 4.36486453E-2
