READ SERR 1 2
@energy.pco
!
0.377734482 7.7148512E-2 9.54272366 0.188604563
0.497314513 4.24314886E-2 17.3504848 0.34278518
0.57446301 3.47169936E-2 20.7920971 0.414847493
0.643896461 3.47165167E-2 22.5057678 0.431607723
0.709472537 3.08595002E-2 24.5644283 0.478265733
0.771191478 3.08595002E-2 26.1288052 0.493259788
0.832910538 3.08595002E-2 25.5887222 0.488135308
0.890771508 2.70015001E-2 27.0312786 0.5363518
0.948632479 3.08595002E-2 25.2069397 0.484480172
1.01035106 3.08590233E-2 25.5146217 0.487431794
1.07207 3.08599472E-2 24.0333099 0.473063648
1.13379002 3.08600068E-2 23.9401474 0.472145408
1.1993649 3.47149968E-2 22.2667027 0.429478228
1.26880002 3.47200036E-2 21.187561 0.418919474
1.34595001 4.24300432E-2 18.5227127 0.354181558
1.43466997 4.62899804E-2 16.4132729 0.319201171
1.53882003 5.78600168E-2 12.5451412 0.249608219
1.67383003 7.71499872E-2 8.96522045 0.182735503
1.828125 7.71449804E-2 9.19302082 0.185048535
1.98241997 7.71500468E-2 7.96700954 0.172262192
2.13672018 7.71499872E-2 5.65401125 0.145117834
2.29101515 7.71449804E-2 6.38818073 0.154257089
2.44531012 7.71499872E-2 6.316998 0.153390273
2.59960985 7.71499872E-2 5.51992416 0.143386737
2.75390482 7.71449804E-2 5.16269302 0.138773903
2.90819979 7.71499872E-2 5.09903908 0.137811869
3.0625 7.71501064E-2 4.46584272 0.128971517
3.21680021 7.71499872E-2 4.24982023 0.125813633
3.37109518 7.71449804E-2 4.11227512 0.123764932
3.52539015 7.71499872E-2 3.58683324 0.115584083
3.67968988 7.71499872E-2 3.29258633 0.11074166
3.83398485 7.71449804E-2 2.8420887 0.102890514
3.98828006 7.71501064E-2 2.61842155 9.87556353E-2
4.14258003 7.7149868E-2 2.48061752 9.64102E-2
4.296875 7.71450996E-2 2.23120379 9.13165808E-2
4.45116997 7.7149868E-2 1.90702128 8.42792317E-2
4.6054697 7.71501064E-2 1.67608774 7.90115297E-2
4.75976467 7.71448612E-2 1.5197562 7.52391443E-2
4.91405964 7.71501064E-2 1.2998991 6.95820078E-2
5.06836033 7.71501064E-2 0.856667042 5.6486953E-2
5.2226553 7.71448612E-2 0.704004705 5.12088053E-2
5.37695026 7.71501064E-2 0.715130746 5.16101159E-2
5.53125 7.7149868E-2 0.588494837 4.68181334E-2
5.68554974 7.71501064E-2 0.554971278 4.54650186E-2
5.8398447 7.71448612E-2 0.446987122 4.08041552E-2
5.99413967 7.71501064E-2 0.361290008 3.66834439E-2
6.14844036 7.71501064E-2 0.402261049 3.87075879E-2
6.30273533 7.71448612E-2 0.379939049 3.76195721E-2
6.4570303 7.71501064E-2 0.324043632 3.47411223E-2
6.61133003 7.7149868E-2 0.290522754 3.2895226E-2
6.769485 8.10050964E-2 0.248317003 2.96795592E-2
6.92763996 7.7149868E-2 0.20113115 2.73704827E-2
7.08965015 8.48600864E-2 0.132063225 2.11470407E-2
7.28252029 0.108010054 0.119720653 1.7846901E-2
7.47538996 8.4859848E-2 0.138836086 2.1682553E-2
7.66825962 0.108010054 9.04556066E-2 1.55130085E-2
7.88813496 0.111865044 9.24759656E-2 1.54126603E-2
