READ SERR 1 2
@energy.pco
!
0.373876989 7.32910037E-2 10.3704062 0.201642901
0.485742003 3.85740101E-2 18.8099365 0.374331743
0.559033036 3.47169936E-2 22.6627235 0.433107167
0.62460947 3.08595002E-2 23.8753586 0.471509963
0.682471037 2.70020068E-2 26.6157322 0.532208204
0.736474991 2.70020068E-2 27.7331448 0.543265224
0.790478528 2.70015001E-2 28.9149532 0.554724932
0.844482005 2.7001977E-2 30.0637836 0.565632582
0.898486018 2.70020068E-2 29.1166096 0.556650698
0.952489972 2.70020068E-2 29.5635757 0.560906947
1.00649595 2.70039737E-2 28.9442291 0.554980278
1.06049991 2.700001E-2 28.1502666 0.547355711
1.11450005 2.700001E-2 26.905056 0.535112858
1.17235994 3.08600068E-2 25.6721058 0.488925993
1.23408008 3.08600068E-2 24.2567425 0.475257099
1.29965997 3.47200036E-2 22.2717686 0.429336518
1.36909509 3.47149968E-2 20.9671211 0.416601866
1.44238496 3.85749936E-2 18.8318062 0.374544501
1.53110504 5.01449704E-2 14.7331448 0.290565759
1.65068495 6.94350004E-2 10.8345766 0.211751819
1.78954995 6.94299936E-2 10.8601913 0.212009609
1.92841494 6.94350004E-2 10.4165888 0.207627043
2.07499981 7.71499872E-2 7.33010149 0.165317193
2.22930002 7.71499872E-2 7.01723146 0.161668479
2.38359499 7.71450996E-2 7.12197256 0.162875727
2.53788996 7.71499872E-2 6.65221596 0.157407567
2.69219017 7.71499872E-2 6.24622965 0.152528644
2.84648514 7.71449804E-2 6.00824261 0.149599537
3.00078011 7.71499872E-2 5.79927254 0.147064537
3.15507984 7.71499872E-2 5.30389452 0.140552923
3.30937481 7.71449804E-2 4.87960196 0.134818271
3.46366978 7.71499872E-2 4.23864603 0.125648126
3.61796999 7.71501064E-2 3.89224815 0.120404407
3.77226496 7.71449804E-2 3.60569048 0.115891278
3.92655993 7.7149868E-2 3.39688158 0.112481989
4.08086014 7.71501064E-2 2.82327652 0.102546021
4.23515511 7.71450996E-2 2.57389283 9.79155004E-2
4.38945007 7.7149868E-2 2.39122581 9.43741575E-2
4.54374981 7.71501064E-2 2.02247906 8.67928863E-2
4.69805002 7.7149868E-2 1.97034025 8.56669694E-2
4.85234499 7.71450996E-2 1.76559365 8.10964033E-2
5.00663996 7.7149868E-2 1.28127992 6.92825094E-2
5.16094017 7.71501064E-2 1.00937724 6.13153018E-2
5.31523514 7.71450996E-2 0.905146122 5.80651499E-2
5.46953011 7.7149868E-2 0.651813924 4.92725E-2
5.62382984 7.71501064E-2 0.618290126 4.82768454E-2
5.77812481 7.71448612E-2 0.62205708 4.81362194E-2
5.93241978 7.71501064E-2 0.547522008 4.51588519E-2
6.08671999 7.7149868E-2 0.458132058 4.13083769E-2
6.24101496 7.71450996E-2 0.458160371 4.13109288E-2
6.39530993 7.7149868E-2 0.435784161 4.02882583E-2
6.55346489 8.10050964E-2 0.312169939 3.36534567E-2
6.71547508 8.10050964E-2 0.301527798 3.27052809E-2
6.87363005 7.7149868E-2 0.264450222 3.13844644E-2
7.02793026 7.71501064E-2 0.19368124 2.68587563E-2
7.18608475 8.1004858E-2 0.173822418 2.48317737E-2
7.35195494 8.48650932E-2 0.135441467 2.14151759E-2
7.51396513 7.71450996E-2 0.182519168 2.60741673E-2
7.67211533 8.1004858E-2 0.13480106 2.1867618E-2
7.84184504 8.872509E-2 0.116594166 1.94323603E-2
7.96143007 3.08599472E-2 7.44930208E-2 2.63372585E-2
